"identical alleles","total genome-wide SNVs","strain1","strain2"
199690,1572663,"BRC20391","QG4629"
187448,1564091,"BRC20391","QG4641"
179141,1566721,"BRC20391","QG4646"
147413,1575425,"BRC20391","QG4653"
156581,1585293,"BRC20391","QG4659"
199699,1573698,"BRC20391","QG4669"
154107,1566953,"BRC20391","QG4671"
198672,1570886,"BRC20391","QG4672"
199949,1574307,"BRC20391","QG4694"
200183,1572475,"BRC20391","QG4695"
199942,1574993,"BRC20391","QG4696"
147154,1566592,"BRC20391","QG4702"
155612,1572049,"BRC20391","QG4713"
198986,1570784,"BRC20391","QG4714"
188622,1570185,"BRC20391","QG4730"
161621,1578092,"BRC20391","QG4739"
204365,1569928,"BRC20391","QG4740"
159326,1566806,"BRC20391","QG4741"
172402,1569548,"BRC20391","QG4754"
159563,1568089,"BRC20391","QG4759"
172147,1567078,"BRC20391","QG4779"
161412,1576787,"BRC20391","QG4780"
190107,1571620,"BRC20391","QG4781"
181031,1575199,"BRC20391","QG4782"
148678,1575528,"BRC20391","QG4817"
147642,1569978,"BRC20391","QG4824"
159792,1568174,"BRC20391","QG4866"
99466,1483105,"BRC20391","QG4867"
180739,1573909,"BRC20391","QG4868"
180757,1575320,"BRC20391","QG4869"
202605,1561545,"BRC20391","QG4870"
202651,1563962,"BRC20391","QG4871"
200234,1572512,"BRC20391","QG4878"
155460,1578741,"BRC20391","QG4891"
203179,1565242,"BRC20391","QG4892"
198634,1568199,"BRC20391","QG4893"
188337,1569415,"BRC20391","QG4894"
155717,1579851,"BRC20391","QG4897"
188931,1570993,"BRC20391","QG4904"
187711,1565462,"BRC20391","QG4910"
159907,1570662,"BRC20391","QG5104"
187397,1565865,"BRC20391","QG5159"
188440,1569972,"BRC20391","QG5160"
184958,1567960,"BRC20391","QG5161"
181510,1306718,"BRC20391","QG5220"
184788,1343444,"BRC20391","QG5237"
198467,1567661,"BRC20391","QG5256"
198970,1569639,"BRC20391","QG5260"
200885,1573724,"BRC20391","QG5262"
162249,1334547,"BRC20391","QG5305"
182733,1251718,"BRC20391","QG5319"
152028,1243448,"BRC20391","QG5364"
172763,1570408,"BRC20391","QG5365"
173559,1574918,"BRC20391","QG5366"
149874,1517778,"BRC20391","QG5405"
140663,1489264,"BRC20391","QG5502"
172273,1284193,"BRC20391","QG5503"
99199,1482272,"BRC20391","QG5510"
173680,1574755,"BRC20391","QG5550"
149216,1516480,"BRC20391","QG5551"
155650,1291061,"BRC20391","QG5552"
143158,1495705,"BRC20391","QG5576"
186852,1574103,"BRC20391","QG5588"
155854,1573926,"BRC20391","QG5602"
173320,1572271,"BRC20391","QG5628"
174519,1580127,"BRC20391","QG5629"
156170,1575809,"BRC20391","QG5638"
189479,1570029,"BRC20391","QG5643"
181469,1578206,"BRC20391","QG5650"
191024,1580825,"BRC20391","QG5652"
148999,1576213,"BRC20391","QG5654"
147491,1574674,"BRC20391","QG5655"
168756,1603752,"BRC20391","QG800"
168717,1603071,"BRC20391","QG801"
152738,1587559,"BRC20391","QG820"
153101,1589144,"BRC20391","QG823"
157193,1595462,"BRC20391","QG834"
153016,1561607,"BRC20391","QG835"
157224,1594204,"BRC20391","QG836"
157270,1593533,"BRC20391","QG837"
156666,1589376,"BRC20391","QG838"
156621,1589775,"BRC20391","QG839"
150646,1606728,"BRC20391","QG840"
153623,1595086,"BRC20391","QG841"
151947,1581938,"BRC20391","QG842"
153338,1593505,"BRC20391","QG843"
156447,1587567,"BRC20391","QG844"
156853,1592248,"BRC20391","QG845"
166644,1574814,"BRC20391","QG846"
166343,1571097,"BRC20391","QG847"
167401,1590372,"BRC20391","QG848"
162274,1576870,"BRC20391","QG849"
164190,1593651,"BRC20391","QG850"
154885,1576512,"BRC20391","QG851"
175416,1593451,"BRC20391","QG852"
165558,1590436,"BRC20391","QG853"
153164,1587256,"BRC20391","QG921"
171388,1591919,"BRC20391","QG935"
155952,1591177,"BRC20391","QG942"
163114,1584608,"BRC20391","QG981"
164376,1591644,"BRC20391","QG987"
174830,1575680,"BRC20391","TWN2103"
132224,1570011,"BRC20400","BRC20464"
144304,1573364,"BRC20400","BRC20548"
424722,1523675,"BRC20400","ECA1299"
423423,1520150,"BRC20400","ECA1300"
424362,1520223,"BRC20400","ECA1301"
419956,1509765,"BRC20400","ECA1302"
424252,1521447,"BRC20400","ECA1303"
421599,1513938,"BRC20400","ECA1304"
422441,1515889,"BRC20400","ECA1305"
198994,1564781,"BRC20400","ECA1306"
418586,1516473,"BRC20400","ECA1307"
198508,1564683,"BRC20400","ECA1309"
199300,1565226,"BRC20400","ECA1310"
169423,1551431,"BRC20400","ECA1311"
168615,1551555,"BRC20400","ECA1312"
169503,1560087,"BRC20400","ECA1313"
422317,1516628,"BRC20400","ECA1401"
421519,1512971,"BRC20400","ECA1403"
424385,1524685,"BRC20400","ECA1405"
303588,1533559,"BRC20400","ECA1445"
304291,1537359,"BRC20400","ECA1447"
303294,1534126,"BRC20400","ECA1449"
305100,1541135,"BRC20400","ECA1451"
297320,1484129,"BRC20400","ECA1453"
199285,1569232,"BRC20400","ECA1481"
201814,1561992,"BRC20400","ECA1518"
198000,1560954,"BRC20400","ECA1579"
198666,1564315,"BRC20400","ECA1581"
196899,1557167,"BRC20400","ECA1583"
198680,1565238,"BRC20400","ECA1585"
198616,1564961,"BRC20400","ECA1599"
197731,1553897,"BRC20400","ECA1603"
195433,1542722,"BRC20400","ECA2087"
196911,1556792,"BRC20400","ECA2898"
196607,1553253,"BRC20400","ECA2899"
198446,1565921,"BRC20400","ECA2900"
186297,1563490,"BRC20400","ECA2909"
197002,1557656,"BRC20400","ECA2910"
199918,1566229,"BRC20400","ECA2920"
183168,1552831,"BRC20400","ECA2954"
183782,1555169,"BRC20400","ECA2955"
186955,1568350,"BRC20400","ECA2976"
190407,1565891,"BRC20400","ECA3053"
416737,1503250,"BRC20400","ECA788"
412081,1489719,"BRC20400","ECA789"
186582,1554119,"BRC20400","ECA790"
178758,1555416,"BRC20400","ECA791"
179057,1556362,"BRC20400","ECA792"
186502,1561855,"BRC20400","ECA793"
187742,1559641,"BRC20400","ECA794"
178861,1551066,"BRC20400","ECA795"
200770,1556170,"BRC20400","ECA796"
152957,1513100,"BRC20400","ECA797"
166445,1548810,"BRC20400","ECA798"
180583,1561255,"BRC20400","ECA799"
195907,1568776,"BRC20400","ECA800"
196406,1565757,"BRC20400","ECA801"
193892,1559719,"BRC20400","ECA802"
170481,1509833,"BRC20400","ECA803"
177366,1529396,"BRC20400","ECA804"
197504,1556260,"BRC20400","ECA805"
316309,1532109,"BRC20400","ECA806"
166656,1584996,"BRC20400","EG5889"
174278,1585073,"BRC20400","EG6180"
165521,1575292,"BRC20400","HPT25"
305505,1538954,"BRC20400","HPT33"
163623,1581663,"BRC20400","HPT39"
146004,1585426,"BRC20400","HPT56"
314790,1525882,"BRC20400","JU1373"
311480,1514181,"BRC20400","JU1374"
154075,1615040,"BRC20400","JU1428"
152990,1608720,"BRC20400","JU1429"
153866,1614205,"BRC20400","JU1430"
319514,1542249,"BRC20400","JU1630"
322145,1545280,"BRC20400","JU1631"
314496,1522830,"BRC20400","JU1632"
316198,1527413,"BRC20400","JU1633"
316800,1530747,"BRC20400","JU1634"
132697,1611358,"BRC20400","JU1635"
316439,1528384,"BRC20400","JU1636"
318279,1534877,"BRC20400","JU1639"
317357,1532234,"BRC20400","JU1640"
316808,1532110,"BRC20400","JU1641"
314897,1528060,"BRC20400","JU1800"
321611,1544494,"BRC20400","JU1818"
157138,1619774,"BRC20400","JU1819"
148371,1604545,"BRC20400","JU1821"
150207,1610064,"BRC20400","JU1831"
155890,1603683,"BRC20400","JU1835"
149422,1603861,"BRC20400","JU1836"
150782,1617244,"BRC20400","JU1838"
150746,1616961,"BRC20400","JU1839"
150336,1622472,"BRC20400","JU1845"
153179,1618018,"BRC20400","JU1846"
154820,1618309,"BRC20400","JU1847"
151292,1608829,"BRC20400","JU1848"
140112,1611105,"BRC20400","JU1849"
150069,1606114,"BRC20400","JU1850"
148626,1610078,"BRC20400","JU1851"
147215,1619130,"BRC20400","JU1870"
148986,1609150,"BRC20400","JU1871"
148611,1606699,"BRC20400","JU1872"
148466,1597693,"BRC20400","JU1975"
157424,1607320,"BRC20400","JU1976"
144496,1615969,"BRC20400","JU2505"
165761,1589847,"BRC20400","JU2750"
164698,1584694,"BRC20400","JU2751"
145867,1594698,"BRC20400","JU2752"
323635,1543092,"BRC20400","JU3170"
144775,1615793,"BRC20400","NIC1000"
144060,1609633,"BRC20400","NIC1001"
155438,1616840,"BRC20400","NIC1004"
139108,1612539,"BRC20400","NIC1005"
148716,1616745,"BRC20400","NIC1012"
149830,1616715,"BRC20400","NIC1015"
149802,1616429,"BRC20400","NIC1016"
154066,1609690,"BRC20400","NIC1028"
147977,1614663,"BRC20400","NIC1029"
139670,1614473,"BRC20400","NIC1033"
148420,1618711,"BRC20400","NIC1038"
153134,1607631,"BRC20400","NIC105"
152751,1609065,"BRC20400","NIC1112"
142641,1607417,"BRC20400","NIC1114"
142966,1608873,"BRC20400","NIC1115"
142695,1608957,"BRC20400","NIC1116"
150590,1606071,"BRC20400","NIC1121"
150182,1603420,"BRC20400","NIC1122"
137469,1614771,"BRC20400","NIC1126"
136245,1605022,"BRC20400","NIC1129"
141278,1604453,"BRC20400","NIC1130"
144654,1578928,"BRC20400","NIC1132"
142163,1610008,"BRC20400","NIC1133"
147325,1603931,"BRC20400","NIC1136"
154259,1603444,"BRC20400","NIC1137"
153158,1591634,"BRC20400","NIC114"
142930,1604284,"BRC20400","NIC1140"
140717,1606058,"BRC20400","NIC1142"
142260,1611259,"BRC20400","NIC1144"
150635,1606709,"BRC20400","NIC1145"
142451,1612019,"BRC20400","NIC1146"
141741,1608111,"BRC20400","NIC1147"
140691,1600941,"BRC20400","NIC1148"
142525,1613478,"BRC20400","NIC1149"
141573,1605838,"BRC20400","NIC1150"
141588,1604561,"BRC20400","NIC1151"
137875,1607568,"BRC20400","NIC1152"
142385,1612730,"BRC20400","NIC1153"
151350,1609851,"BRC20400","NIC1155"
155381,1600205,"BRC20400","NIC1156"
152561,1600854,"BRC20400","NIC1157"
142287,1612411,"BRC20400","NIC1159"
142154,1612569,"BRC20400","NIC1160"
146685,1595516,"BRC20400","NIC1161"
136478,1610152,"BRC20400","NIC1162"
136571,1611072,"BRC20400","NIC1163"
149264,1600479,"BRC20400","NIC1164"
155351,1600194,"BRC20400","NIC1165"
142161,1611136,"BRC20400","NIC1166"
141929,1609142,"BRC20400","NIC1167"
142093,1610095,"BRC20400","NIC1168"
142209,1612405,"BRC20400","NIC1169"
149000,1609049,"BRC20400","NIC1170"
142385,1612272,"BRC20400","NIC1171"
142470,1612657,"BRC20400","NIC1172"
148960,1609277,"BRC20400","NIC1173"
142386,1612886,"BRC20400","NIC1174"
142232,1612734,"BRC20400","NIC1175"
142146,1611748,"BRC20400","NIC1176"
153321,1609380,"BRC20400","NIC1177"
142278,1612271,"BRC20400","NIC1178"
141770,1594199,"BRC20400","NIC1179"
142495,1613836,"BRC20400","NIC1180"
143847,1610907,"BRC20400","NIC1181"
156626,1612118,"BRC20400","NIC1187"
156612,1612488,"BRC20400","NIC1188"
137738,1616541,"BRC20400","NIC1192"
146717,1604346,"BRC20400","NIC1193"
143256,1597967,"BRC20400","NIC120"
135063,1594018,"BRC20400","NIC121"
180687,1570675,"BRC20400","NIC122"
136533,1606198,"BRC20400","NIC124"
143866,1603639,"BRC20400","NIC125"
146520,1611931,"BRC20400","NIC1252"
149351,1615165,"BRC20400","NIC1254"
138701,1615693,"BRC20400","NIC1257"
144928,1603389,"BRC20400","NIC1268"
151709,1615638,"BRC20400","NIC1270"
131166,1588868,"BRC20400","NIC1272"
140374,1602629,"BRC20400","NIC1275"
155117,1615285,"BRC20400","NIC1276"
151013,1619273,"BRC20400","NIC1277"
138542,1610747,"BRC20400","NIC1278"
135678,1577697,"BRC20400","NIC1282"
137135,1593926,"BRC20400","NIC1284"
126725,1585318,"BRC20400","NIC1285"
145889,1594916,"BRC20400","NIC129"
142841,1613270,"BRC20400","NIC1290"
128782,1605238,"BRC20400","NIC1293"
126151,1582160,"BRC20400","NIC1294"
152966,1593383,"BRC20400","NIC1299"
149919,1609192,"BRC20400","NIC1300"
129524,1610222,"BRC20400","NIC1301"
128148,1599003,"BRC20400","NIC1305"
143203,1607154,"BRC20400","NIC1307"
156280,1614695,"BRC20400","NIC1309"
157989,1610825,"BRC20400","NIC1313"
154653,1581878,"BRC20400","NIC1315"
157838,1609885,"BRC20400","NIC1316"
148947,1601490,"BRC20400","NIC1317"
145953,1611367,"BRC20400","NIC1321"
150114,1611389,"BRC20400","NIC1323"
136851,1619333,"BRC20400","NIC1328"
146514,1586005,"BRC20400","NIC1335"
142292,1594340,"BRC20400","NIC1337"
132810,1609784,"BRC20400","NIC1338"
151061,1611978,"BRC20400","NIC1341"
135694,1586269,"BRC20400","NIC1342"
145708,1603476,"BRC20400","NIC1343"
153526,1610919,"BRC20400","NIC1344"
145021,1612708,"BRC20400","NIC1348"
147486,1612194,"BRC20400","NIC1354"
140025,1610949,"BRC20400","NIC1355"
154029,1615069,"BRC20400","NIC1359"
149143,1616650,"BRC20400","NIC1363"
149811,1611270,"BRC20400","NIC1368"
139393,1613433,"BRC20400","NIC1370"
137349,1597393,"BRC20400","NIC1371"
139334,1614206,"BRC20400","NIC1372"
145068,1612221,"BRC20400","NIC1376"
152704,1608646,"BRC20400","NIC1378"
135094,1575116,"BRC20400","NIC1380"
150514,1615439,"BRC20400","NIC1381"
142033,1615313,"BRC20400","NIC1382"
157858,1613300,"BRC20400","NIC1383"
134762,1615584,"BRC20400","NIC1384"
137867,1612720,"BRC20400","NIC1386"
147270,1615498,"BRC20400","NIC1387"
134780,1569772,"BRC20400","NIC1388"
145294,1608060,"BRC20400","NIC1389"
141617,1613046,"BRC20400","NIC1391"
156248,1615697,"BRC20400","NIC1392"
141510,1615762,"BRC20400","NIC1393"
152522,1595160,"BRC20400","NIC1395"
136501,1585802,"BRC20400","NIC1397"
151544,1615878,"BRC20400","NIC1400"
138602,1605733,"BRC20400","NIC1404"
148832,1619180,"BRC20400","NIC1405"
150355,1610495,"BRC20400","NIC1408"
139145,1609303,"BRC20400","NIC1409"
139176,1609324,"BRC20400","NIC1410"
150809,1609775,"BRC20400","NIC1411"
155875,1613210,"BRC20400","NIC1415"
158191,1611527,"BRC20400","NIC1417"
155149,1608965,"BRC20400","NIC1419"
147012,1613472,"BRC20400","NIC1420"
152667,1615435,"BRC20400","NIC1422"
147995,1613565,"BRC20400","NIC1425"
137440,1614486,"BRC20400","NIC1430"
137143,1589987,"BRC20400","NIC1432"
145275,1614370,"BRC20400","NIC1433"
141713,1534780,"BRC20400","NIC1434"
138068,1607142,"BRC20400","NIC1436"
149345,1610473,"BRC20400","NIC1438"
138472,1609643,"BRC20400","NIC1447"
158291,1612061,"BRC20400","NIC1453"
149444,1610536,"BRC20400","NIC1467"
151038,1610106,"BRC20400","NIC1470"
151016,1609792,"BRC20400","NIC1471"
150890,1608745,"BRC20400","NIC1472"
150951,1609260,"BRC20400","NIC1473"
149433,1597880,"BRC20400","NIC1474"
152316,1609937,"BRC20400","NIC1475"
149060,1616301,"BRC20400","NIC1476"
153668,1622599,"BRC20400","NIC1477"
150480,1613516,"BRC20400","NIC1478"
138455,1613124,"BRC20400","NIC1509"
148301,1607721,"BRC20400","NIC1514"
306611,1534853,"BRC20400","NIC1526"
306659,1536202,"BRC20400","NIC1531"
299664,1504588,"BRC20400","NIC1534"
133920,1581808,"BRC20400","NIC1541"
132814,1572972,"BRC20400","NIC1542"
792,1598568,"BRC20400","NIC1543"
132033,1565133,"BRC20400","NIC1544"
131461,1561563,"BRC20400","NIC1545"
131412,1562773,"BRC20400","NIC1546"
736,1618643,"BRC20400","NIC1547"
134911,1586918,"BRC20400","NIC1548"
135106,1587279,"BRC20400","NIC1549"
132133,1568461,"BRC20400","NIC1550"
134136,1585293,"BRC20400","NIC1551"
130242,1547409,"BRC20400","NIC1553"
40148,1609367,"BRC20400","NIC1555"
130445,1584631,"BRC20400","NIC1556"
135356,1588571,"BRC20400","NIC1557"
134239,1583066,"BRC20400","NIC1558"
676,1613430,"BRC20400","NIC1559"
125865,1552129,"BRC20400","NIC1560"
128292,1536292,"BRC20400","NIC1561"
156335,1573455,"BRC20400","NIC1563"
130947,1560916,"BRC20400","NIC1564"
140874,1552065,"BRC20400","NIC1565"
144745,1576309,"BRC20400","NIC1583"
142824,1565228,"BRC20400","NIC1584"
142127,1559768,"BRC20400","NIC1585"
144340,1575358,"BRC20400","NIC1586"
142251,1568108,"BRC20400","NIC1587"
142730,1568420,"BRC20400","NIC1588"
199444,1563640,"BRC20400","NIC1592"
200213,1570705,"BRC20400","NIC1594"
144282,1573479,"BRC20400","NIC1596"
144591,1576741,"BRC20400","NIC1603"
135404,1588961,"BRC20400","NIC1644"
133341,1577695,"BRC20400","NIC1646"
132735,1571101,"BRC20400","NIC1647"
134881,1586218,"BRC20400","NIC1648"
134870,1586157,"BRC20400","NIC1649"
131761,1565337,"BRC20400","NIC1650"
61565,1590043,"BRC20400","NIC1651"
621,1616330,"BRC20400","NIC1653"
102317,1598692,"BRC20400","NIC1656"
101062,1589600,"BRC20400","NIC1657"
143932,1571039,"BRC20400","NIC1658"
398661,1523294,"BRC20400","NIC1679"
129255,1579507,"BRC20400","NIC1694"
134631,1590591,"BRC20400","NIC1837"
135739,1600110,"BRC20400","NIC1846"
135374,1598002,"BRC20400","NIC1848"
140363,1581281,"BRC20400","NIC1851"
151109,1574709,"BRC20400","NIC1855"
147426,1596608,"BRC20400","NIC1856"
149031,1592333,"BRC20400","NIC1862"
156308,1593872,"BRC20400","NIC1877"
156366,1594330,"BRC20400","NIC1878"
153907,1590324,"BRC20400","NIC1879"
161459,1574948,"BRC20400","NIC1881"
164948,1574432,"BRC20400","NIC1886"
174778,1572517,"BRC20400","NIC1911"
160185,1587383,"BRC20400","NIC1912"
140390,1581836,"BRC20400","NIC1913"
155475,1583326,"BRC20400","NIC1914"
156208,1545290,"BRC20400","NIC1915"
157605,1556710,"BRC20400","NIC1916"
158430,1564792,"BRC20400","NIC1917"
157951,1557392,"BRC20400","NIC1918"
157010,1550921,"BRC20400","NIC1919"
179652,1567161,"BRC20400","NIC192"
130256,1569127,"BRC20400","NIC1927"
149433,1576321,"BRC20400","NIC1928"
158477,1574214,"BRC20400","NIC1929"
130938,1610975,"BRC20400","NIC193"
157581,1568467,"BRC20400","NIC1930"
176578,1542270,"BRC20400","NIC1938"
180790,1571133,"BRC20400","NIC1939"
179985,1573333,"BRC20400","NIC1940"
180755,1580965,"BRC20400","NIC1941"
155471,1579572,"BRC20400","NIC1950"
155330,1586971,"BRC20400","NIC1960"
154885,1584429,"BRC20400","NIC1961"
165318,1564420,"BRC20400","NIC1962"
150510,1580620,"BRC20400","NIC1976"
140668,1605307,"BRC20400","NIC203"
142811,1615036,"BRC20400","NIC2355"
148093,1613980,"BRC20400","NIC2357"
134941,1612311,"BRC20400","NIC2360"
143148,1607918,"BRC20400","NIC2361"
148692,1605791,"BRC20400","NIC2362"
135272,1612045,"BRC20400","NIC2363"
132610,1606188,"BRC20400","NIC2364"
145777,1609120,"BRC20400","NIC2365"
145264,1611690,"BRC20400","NIC2366"
148055,1607819,"BRC20400","NIC2367"
148052,1613303,"BRC20400","NIC2368"
132313,1608101,"BRC20400","NIC2370"
133059,1615463,"BRC20400","NIC2371"
141046,1614333,"BRC20400","NIC2373"
135708,1609557,"BRC20400","NIC2375"
145287,1604925,"BRC20400","NIC245"
145464,1605395,"BRC20400","NIC247"
131199,1613104,"BRC20400","NIC249"
154194,1613824,"BRC20400","NIC280"
149302,1614108,"BRC20400","NIC284"
149338,1610796,"BRC20400","NIC286"
149998,1614310,"BRC20400","NIC289"
153019,1611075,"BRC20400","NIC291"
149611,1610560,"BRC20400","NIC294"
150346,1612806,"BRC20400","NIC300"
148806,1613492,"BRC20400","NIC311"
142239,1616957,"BRC20400","NIC312"
151396,1622336,"BRC20400","NIC314"
152690,1612437,"BRC20400","NIC321"
149031,1611297,"BRC20400","NIC322"
152749,1612069,"BRC20400","NIC324"
158702,1608261,"BRC20400","NIC339"
157643,1612248,"BRC20400","NIC344"
142421,1609743,"BRC20400","NIC350"
145585,1621362,"BRC20400","NIC354"
145360,1622493,"BRC20400","NIC359"
142950,1604629,"BRC20400","NIC363"
144721,1614019,"BRC20400","NIC365"
147512,1618023,"BRC20400","NIC372"
127947,1606754,"BRC20400","NIC374"
145190,1604360,"BRC20400","NIC375"
151591,1591584,"BRC20400","NIC378"
144832,1603058,"BRC20400","NIC380"
146247,1595294,"BRC20400","NIC382"
146171,1615042,"BRC20400","NIC383"
137598,1599784,"BRC20400","NIC384"
128834,1615914,"BRC20400","NIC387"
153414,1605869,"BRC20400","NIC389"
128709,1614510,"BRC20400","NIC390"
144839,1609575,"BRC20400","NIC391"
139215,1618212,"BRC20400","NIC393"
148749,1616713,"BRC20400","NIC396"
159611,1613071,"BRC20400","NIC403"
159796,1613825,"BRC20400","NIC404"
159540,1612016,"BRC20400","NIC405"
150043,1614545,"BRC20400","NIC407"
155727,1604023,"BRC20400","NIC408"
159755,1613773,"BRC20400","NIC409"
141044,1613693,"BRC20400","NIC413"
146323,1615805,"BRC20400","NIC416"
144735,1609645,"BRC20400","NIC417"
159420,1612259,"BRC20400","NIC420"
133567,1617892,"BRC20400","NIC422"
154348,1614016,"BRC20400","NIC424"
150614,1608389,"BRC20400","NIC425"
153684,1574438,"BRC20400","NIC426"
146599,1593789,"BRC20400","NIC434"
149552,1602530,"BRC20400","NIC436"
148169,1599762,"BRC20400","NIC441"
143185,1596182,"BRC20400","NIC443"
143453,1611830,"BRC20400","NIC444"
149376,1603127,"BRC20400","NIC445"
148420,1611466,"BRC20400","NIC450"
156213,1620822,"BRC20400","NIC454"
141325,1613947,"BRC20400","NIC458"
146835,1608168,"BRC20400","NIC459"
154198,1603836,"BRC20400","NIC461"
152061,1614028,"BRC20400","NIC468"
143319,1619293,"BRC20400","NIC469"
150973,1604429,"BRC20400","NIC472"
145540,1620774,"BRC20400","NIC473"
148234,1602962,"BRC20400","NIC475"
155479,1609245,"BRC20400","NIC478"
147742,1613735,"BRC20400","NIC479"
147197,1614897,"BRC20400","NIC489"
146731,1591781,"BRC20400","NIC491"
150271,1604977,"BRC20400","NIC492"
142658,1621038,"BRC20400","NIC496"
145530,1609891,"BRC20400","NIC51"
133581,1577902,"BRC20400","NIC517"
139914,1609235,"BRC20400","NIC53"
134854,1587759,"BRC20400","NIC530"
142258,1602883,"BRC20400","NIC533"
150003,1599846,"BRC20400","NIC535"
149707,1598342,"BRC20400","NIC536"
148893,1595076,"BRC20400","NIC540"
142913,1599148,"BRC20400","NIC547"
140802,1608431,"BRC20400","NIC55"
154849,1586684,"BRC20400","NIC550"
155519,1592052,"BRC20400","NIC551"
141176,1614271,"BRC20400","NIC56"
142280,1594585,"BRC20400","NIC563"
158089,1560255,"BRC20400","NIC567"
143355,1599944,"BRC20400","NIC568"
142639,1613320,"BRC20400","NIC57"
154029,1589988,"BRC20400","NIC570"
157353,1579980,"BRC20400","NIC571"
155744,1569734,"BRC20400","NIC572"
157841,1581051,"BRC20400","NIC573"
142362,1590224,"BRC20400","NIC575"
143793,1598939,"BRC20400","NIC577"
142622,1591203,"BRC20400","NIC579"
153816,1624335,"BRC20400","NIC58"
143034,1600503,"BRC20400","NIC580"
139854,1563548,"BRC20400","NIC581"
160206,1572475,"BRC20400","NIC584"
143555,1599817,"BRC20400","NIC585"
159896,1571594,"BRC20400","NIC586"
143493,1598931,"BRC20400","NIC587"
143138,1601165,"BRC20400","NIC588"
143100,1600898,"BRC20400","NIC589"
142083,1601493,"BRC20400","NIC591"
157508,1579499,"BRC20400","NIC592"
